0.416667	0.444444	0.708333	0.694915	virginica
0.25	0.333333	0.458333	0.576271	versicolor
0.333333	0.527778	0.708333	0.644068	virginica
0.0833333	0.472222	0.375	0.508475	versicolor
0.541667	0.666667	0.833333	0.79661	virginica
0.541667	0.666667	1	0.79661	virginica
0.458333	0.722222	0.583333	0.661017	versicolor
0.166667	0.166667	0.375	0.389831	versicolor
0.458333	0.583333	0.708333	0.762712	virginica
0.416667	0.916667	0.833333	0.949153	virginica
0.458333	0.722222	0.833333	0.745763	virginica
0.333333	0.694444	0.541667	0.644068	versicolor
0.125	0.194444	0.375	0.389831	versicolor
0.416667	0.777778	0.833333	0.830508	virginica
0.5	0.805556	0.708333	0.847458	virginica
0.333333	0.361111	0.791667	0.661017	virginica
0.416667	0.638889	0.541667	0.576271	versicolor
0.416667	0.361111	0.5	0.525424	versicolor
0.25	0.944444	0.916667	1	virginica
0.416667	0.444444	0.583333	0.542373	versicolor
0.333333	0.583333	0.833333	0.779661	virginica
0.333333	0.944444	0.791667	0.966102	virginica
0.333333	0.5	0.5	0.508475	versicolor
0.75	1	0.791667	0.915254	virginica
0.5	0.583333	0.916667	0.728814	virginica
0.583333	0.527778	0.916667	0.745763	virginica
0.375	0.472222	0.583333	0.59322	versicolor
0.416667	0.388889	0.458333	0.542373	versicolor
0.333333	0.583333	0.875	0.779661	virginica
0.208333	0.333333	0.5	0.508475	versicolor
0.416667	0.694444	0.833333	0.762712	virginica
0.291667	0.472222	0.625	0.694915	versicolor
0.166667	0.333333	0.416667	0.474576	versicolor
0.333333	0.611111	0.583333	0.610169	versicolor
0.416667	0.666667	0.916667	0.711864	virginica
0.208333	0.388889	0.791667	0.677966	virginica
0.375	0.555556	0.708333	0.779661	virginica
0.5	0.611111	0.791667	0.694915	virginica
0.291667	0.416667	0.75	0.694915	virginica
0.375	0.5	0.541667	0.627119	versicolor
0.458333	0.666667	0.583333	0.627119	versicolor
0.291667	0.416667	0.375	0.525424	versicolor
0.416667	0.611111	0.791667	0.711864	virginica
0.416667	0.666667	0.666667	0.677966	versicolor
0.5	0.722222	0.916667	0.79661	virginica
0.208333	0.666667	0.708333	0.813559	virginica
0.416667	0.361111	0.583333	0.59322	versicolor
0.0833333	0.527778	0.583333	0.59322	versicolor
0.125	0.555556	0.5	0.576271	versicolor
0.416667	0.5	0.708333	0.661017	virginica
0.375	0.583333	0.5	0.559322	versicolor
0.291667	0.416667	0.75	0.694915	virginica
0.333333	0.416667	0.958333	0.694915	virginica
0.333333	0.5	0.458333	0.627119	versicolor
0.25	0.5	0.541667	0.779661	virginica
0.458333	0.722222	0.916667	0.694915	virginica
0.375	0.833333	0.708333	0.898305	virginica
0.416667	0.611111	0.875	0.813559	virginica
0.333333	0.861111	0.75	0.864407	virginica
0.5	0.694444	0.916667	0.830508	virginica
0.416667	0.472222	0.708333	0.644068	virginica
0.75	0.944444	0.875	0.966102	virginica
0.333333	0.555556	0.583333	0.694915	virginica
0.291667	0.361111	0.5	0.542373	versicolor
0.5	0.75	0.541667	0.627119	versicolor
0.291667	0.416667	0.458333	0.491525	versicolor
0.666667	0.805556	1	0.864407	virginica
0.5	0.444444	0.708333	0.644068	versicolor
0.208333	0.555556	0.75	0.677966	virginica
0.291667	0.583333	0.75	0.728814	virginica
0.416667	0.944444	0.916667	0.864407	virginica
0.25	0.388889	0.375	0.423729	versicolor
0.333333	0.388889	0.5	0.525424	versicolor
0.416667	0.611111	0.708333	0.762712	virginica
0.166667	0.333333	0.375	0.457627	versicolor
0.583333	0.472222	0.625	0.59322	versicolor
0.291667	0.555556	0.708333	0.661017	virginica
0.125	0.333333	0.5	0.508475	versicolor
0.416667	0.805556	0.625	0.813559	virginica
0.0833333	0.472222	0.583333	0.677966	virginica
0.541667	0.555556	1	0.847458	virginica
0.416667	0.5	0.541667	0.610169	versicolor
0.5	0.583333	0.583333	0.59322	versicolor
0.416667	0.305556	0.583333	0.59322	versicolor
0.208333	0.555556	0.583333	0.661017	versicolor
0.375	0.388889	0.5	0.542373	versicolor
0.375	0.527778	0.5	0.559322	versicolor
0.458333	0.666667	0.541667	0.576271	versicolor
0.541667	0.555556	0.625	0.627119	versicolor
0.208333	0.361111	0.416667	0.491525	versicolor
0.458333	0.666667	0.958333	0.779661	virginica
0.583333	0.555556	0.958333	0.779661	virginica
0	0.194444	0.375	0.423729	versicolor
0.291667	0.25	0.541667	0.491525	versicolor
0.208333	0.222222	0.416667	0.338983	versicolor
0.375	0.361111	0.5	0.440678	versicolor
0.333333	0.388889	0.5	0.59322	versicolor
0.25	0.416667	0.458333	0.508475	versicolor
0.208333	0.166667	0.666667	0.59322	virginica
0.375	0.638889	0.5	0.610169	versicolor
