0	0.499991	0	0	0.875002	1	0	0.0641504	0
0.01	0.342654	0.01	0.01	0.914337	0.9975	0.01	0.0556683	0
0.02	0.200754	0.02	0.02	0.949812	0.995	0.02	0.0317545	0
0.03	0.0871724	0.03	0.03	0.978207	0.9925	0.03	-0.00290145	0
0.04	0.0101781	0.04	0.04	0.997455	0.99	0.04	-0.0409248	0
0.05	-0.0277282	0.05	0.05	1.00693	0.9875	0.05	-0.0732147	0
0.06	-0.0298688	0.06	0.06	1.00747	0.985	0.06	-0.090192	0
0.07	-0.00436676	0.07	0.07	1.00109	0.9825	0.07	-0.0831769	0
0.08	0.0377068	0.08	0.08	0.990573	0.98	0.08	-0.0457113	0
0.09	0.084606	0.09	0.09	0.978848	0.9775	0.09	0.0253678	0
0.1	0.126125	0.1	0.1	0.968469	0.975	0.1	0.129268	0
0.11	0.15531	0.11	0.11	0.961172	0.9725	0.11	0.261108	0
0.12	0.169354	0.12	0.12	0.957662	0.97	0.12	0.412363	0
0.13	0.169547	0.13	0.13	0.957613	0.9675	0.13	0.571835	1
0.14	0.160381	0.14	0.14	0.959905	0.965	0.14	0.727044	1
0.15	0.148054	0.15	0.15	0.962987	0.9625	0.15	0.865837	1
0.16	0.138778	0.16	0.16	0.965305	0.96	0.16	0.978001	1
0.17	0.137267	0.17	0.17	0.965683	0.9575	0.17	1.05663	1
0.18	0.14574	0.18	0.18	0.963565	0.955	0.18	1.09905	1
0.19	0.163626	0.19	0.19	0.959094	0.9525	0.19	1.10713	1
0.2	0.187974	0.2	0.2	0.953007	0.95	0.2	1.08695	1
0.21	0.214415	0.21	0.21	0.946396	0.9475	0.21	1.04784	1
0.22	0.238397	0.22	0.22	0.940401	0.945	0.22	1.00096	1
0.23	0.256369	0.23	0.23	0.935908	0.9425	0.23	0.957526	1
0.24	0.266622	0.24	0.24	0.933344	0.94	0.24	0.927137	1
0.25	0.269604	0.25	0.25	0.932599	0.9375	0.25	0.916245	1
0.26	0.267659	0.26	0.26	0.933085	0.935	0.26	0.927157	1
0.27	0.264299	0.27	0.27	0.933925	0.9325	0.27	0.95766	1
0.28	0.26321	0.28	0.28	0.934198	0.93	0.28	1.00135	1
0.29	0.267272	0.29	0.29	0.933182	0.9275	0.29	1.04861	1
0.3	0.277841	0.3	0.3	0.93054	0.925	0.3	1.08809	1
0.31	0.294463	0.31	0.31	0.926384	0.9225	0.31	1.10849	1
