0	0.499799	0	0	0.87505	1	0	0.00271664	0
0.01	0.0350215	0.01	0.01	0.991245	0.9975	0.01	0.0027615	0
0.02	0.0326086	0.02	0.02	0.991848	0.995	0.02	0.00285687	0
0.03	0.0384061	0.03	0.03	0.990398	0.9925	0.03	0.00300956	0
0.04	0.0462937	0.04	0.04	0.988427	0.99	0.04	0.00323226	0
0.05	0.0550213	0.05	0.05	0.986245	0.9875	0.05	0.00354661	0
0.06	0.0641696	0.06	0.06	0.983958	0.985	0.06	0.00398937	0
0.07	0.0735587	0.07	0.07	0.98161	0.9825	0.07	0.00462562	0
0.08	0.0830982	0.08	0.08	0.979225	0.98	0.08	0.00557965	0
0.09	0.0927381	0.09	0.09	0.976815	0.9775	0.09	0.00711886	0
0.1	0.102448	0.1	0.1	0.974388	0.975	0.1	0.00993759	0
0.11	0.11221	0.11	0.11	0.971948	0.9725	0.11	0.0165583	0
0.12	0.122009	0.12	0.12	0.969498	0.97	0.12	0.0482898	0
0.13	0.131838	0.13	0.13	0.96704	0.9675	0.13	0.951051	1
0.14	0.14169	0.14	0.14	0.964577	0.965	0.14	0.982781	1
0.15	0.151561	0.15	0.15	0.96211	0.9625	0.15	0.989398	1
0.16	0.161447	0.16	0.16	0.959638	0.96	0.16	0.992212	1
0.17	0.171345	0.17	0.17	0.957164	0.9575	0.17	0.993745	1
0.18	0.181253	0.18	0.18	0.954687	0.955	0.18	0.994692	1
0.19	0.19117	0.19	0.19	0.952207	0.9525	0.19	0.995318	1
0.2	0.201095	0.2	0.2	0.949726	0.95	0.2	0.995749	1
0.21	0.211025	0.21	0.21	0.947244	0.9475	0.21	0.99605	1
0.22	0.220961	0.22	0.22	0.94476	0.945	0.22	0.996257	1
0.23	0.230902	0.23	0.23	0.942274	0.9425	0.23	0.996392	1
0.24	0.240847	0.24	0.24	0.939788	0.94	0.24	0.996466	1
0.25	0.250795	0.25	0.25	0.937301	0.9375	0.25	0.996488	1
0.26	0.260747	0.26	0.26	0.934813	0.935	0.26	0.996458	1
0.27	0.270701	0.27	0.27	0.932325	0.9325	0.27	0.996374	1
0.28	0.280658	0.28	0.28	0.929836	0.93	0.28	0.996231	1
0.29	0.290617	0.29	0.29	0.927346	0.9275	0.29	0.996015	1
0.3	0.300578	0.3	0.3	0.924856	0.925	0.3	0.995705	1
0.31	0.31054	0.31	0.31	0.922365	0.9225	0.31	0.995264	1
0.32	0.320505	0.32	0.32	0.919874	0.92	0.32	0.994627	1
0.33	0.33047	0.33	0.33	0.917382	0.9175	0.33	0.99367	1
0.34	0.340437	0.34	0.34	0.914891	0.915	0.34	0.992125	1
0.35	0.350405	0.35	0.35	0.912399	0.9125	0.35	0.989298	1
0.36	0.360374	0.36	0.36	0.909907	0.91	0.36	0.982667	1
0.37	0.370344	0.37	0.37	0.907414	0.9075	0.37	0.950922	1
0.38	0.380315	0.38	0.38	0.904921	0.905	0.38	0.0481449	0
0.39	0.390286	0.39	0.39	0.902429	0.9025	0.39	0.0163951	0
0.4	0.400258	0.4	0.4	0.899935	0.9	0.4	0.00975418	0
0.41	0.410231	0.41	0.41	0.897442	0.8975	0.41	0.0069127	0
0.42	0.420204	0.42	0.42	0.894949	0.895	0.42	0.00534778	0
0.43	0.430177	0.43	0.43	0.892456	0.8925	0.43	0.00436451	0
0.44	0.440151	0.44	0.44	0.889962	0.89	0.44	0.00369477	0
0.45	0.450126	0.45	0.45	0.887469	0.8875	0.45	0.00321334	0
0.46	0.4601	0.46	0.46	0.884975	0.885	0.46	0.002854	0
0.47	0.470075	0.47	0.47	0.882481	0.8825	0.47	0.0025785	0
0.48	0.48005	0.48	0.48	0.879988	0.88	0.48	0.00236325	0
0.49	0.490025	0.49	0.49	0.877494	0.8775	0.49	0.00219302	0
0.5	0.5	0.5	0.5	0.875	0.875	0.5	0.00205753	0
0.51	0.509974	0.51	0.51	0.872506	0.8725	0.51	0.00194971	0
0.52	0.519949	0.52	0.52	0.870013	0.87	0.52	0.00186459	0
0.53	0.529924	0.53	0.53	0.867519	0.8675	0.53	0.00179862	0
0.54	0.539899	0.54	0.54	0.865025	0.865	0.54	0.00174935	0
0.55	0.549873	0.55	0.55	0.862532	0.8625	0.55	0.00171509	0
0.56	0.559848	0.56	0.56	0.860038	0.86	0.56	0.00169479	0
0.57	0.569822	0.57	0.57	0.857545	0.8575	0.57	0.00168796	0
0.58	0.579795	0.58	0.58	0.855051	0.855	0.58	0.00169463	0
0.59	0.589768	0.59	0.59	0.852558	0.8525	0.59	0.00171531	0
0.6	0.599741	0.6	0.6	0.850065	0.85	0.6	0.00175114	0
0.61	0.609713	0.61	0.61	0.847572	0.8475	0.61	0.0018039	0
0.62	0.619684	0.62	0.62	0.845079	0.845	0.62	0.00187629	0
0.63	0.629655	0.63	0.63	0.842586	0.8425	0.63	0.0019722	0
0.64	0.639625	0.64	0.64	0.840094	0.84	0.64	0.0020972	0
0.65	0.649594	0.65	0.65	0.837601	0.8375	0.65	0.00225939	0
0.66	0.659562	0.66	0.66	0.835109	0.835	0.66	0.00247075	0
0.67	0.669529	0.67	0.67	0.832618	0.8325	0.67	0.0027496	0
0.68	0.679494	0.68	0.68	0.830126	0.83	0.68	0.00312508	0
0.69	0.689459	0.69	0.69	0.827635	0.8275	0.69	0.00364623	0
0.7	0.699421	0.7	0.7	0.825145	0.825	0.7	0.00440193	0
