1	0
2	0.0555556
3	0.0555556
4	0.0555556
5	0.0555556
6	0.111111
7	0.111111
8	0.111111
9	0.111111
10	0.111111
11	0.138889
12	0.138889
13	0.166667
14	0.166667
15	0.166667
16	0.166667
17	0.194444
18	0.194444
19	0.194444
20	0.194444
21	0.194444
22	0.194444
23	0.194444
24	0.194444
25	0.194444
26	0.194444
27	0.194444
28	0.194444
29	0.222222
30	0.222222
31	0.222222
32	0.222222
33	0.222222
34	0.222222
35	0.222222
36	0.222222
37	0.222222
38	0.222222
39	0.25
40	0.25
41	0.25
42	0.25
43	0.25
44	0.25
45	0.25
46	0.25
47	0.25
48	0.25
49	0.25
50	0.25
51	0.277778
52	0.277778
53	0.277778
54	0.277778
55	0.277778
56	0.277778
57	0.277778
58	0.277778
59	0.277778
60	0.277778
61	0.277778
62	0.277778
63	0.277778
64	0.277778
65	0.277778
66	0.277778
67	0.305556
68	0.305556
69	0.305556
70	0.305556
71	0.305556
72	0.305556
73	0.305556
74	0.305556
75	0.305556
76	0.305556
77	0.305556
78	0.333333
79	0.333333
80	0.333333
81	0.333333
82	0.333333
83	0.361111
84	0.361111
85	0.361111
86	0.361111
87	0.361111
88	0.361111
89	0.388889
90	0.388889
91	0.416667
92	0.416667
93	0.472222
94	0.5
95	0.527778
96	0.555556
