0	0.411111	209
1	0.394444	216
2	0.394444	64
3	0.366667	81
4	0.366667	213
5	0.361111	182
6	0.355556	212
7	0.355556	35
8	0.35	338
9	0.35	210
10	0.35	211
11	0.344444	214
12	0.344444	78
13	0.344444	202
14	0.338889	103
15	0.338889	38
16	0.338889	195
17	0.338889	200
18	0.338889	201
19	0.333333	167
20	0.333333	203
21	0.333333	208
22	0.333333	169
23	0.327778	194
24	0.327778	56
25	0.327778	36
26	0.322222	8240
27	0.322222	193
28	0.322222	219
29	0.322222	192
30	0.322222	48
31	0.322222	198
32	0.322222	240
33	0.316667	196
34	0.316667	197
35	0.316667	217
36	0.316667	218
37	0.311111	220
38	0.311111	223
39	0.311111	66
40	0.311111	381
41	0.305556	234
42	0.305556	227
43	0.305556	164
44	0.3	248
45	0.3	79
46	0.3	68
47	0.3	233
48	0.3	232
49	0.294444	339
50	0.294444	226
51	0.294444	254
52	0.294444	82
53	0.294444	235
54	0.288889	245
55	0.288889	225
56	0.288889	224
57	0.288889	69
58	0.288889	72
59	0.288889	71
60	0.288889	352
61	0.283333	229
62	0.283333	228
63	0.283333	37
64	0.283333	54
65	0.283333	109
66	0.283333	57
67	0.277778	127
68	0.277778	230
69	0.277778	88
70	0.277778	244
71	0.272222	100
72	0.272222	402
73	0.272222	113
74	0.272222	52
75	0.272222	241
76	0.272222	242
77	0.272222	243
78	0.272222	65
79	0.266667	75
80	0.266667	246
81	0.266667	85
82	0.266667	190
83	0.266667	353
84	0.266667	206
85	0.261111	251
86	0.261111	253
87	0.261111	205
88	0.261111	112
89	0.261111	162
90	0.261111	98
91	0.261111	204
92	0.255556	255
93	0.255556	90
94	0.255556	163
95	0.255556	249
96	0.255556	250
97	0.255556	207
98	0.255556	181
99	0.255556	382
100	0.255556	53
101	0.25	186
102	0.25	101
103	0.25	252
104	0.244444	188
105	0.244444	221
106	0.244444	199
107	0.244444	50
108	0.244444	238
109	0.238889	80
110	0.238889	104
111	0.238889	236
112	0.238889	222
113	0.238889	97
114	0.238889	8364
115	0.238889	376
116	0.238889	237
117	0.238889	86
118	0.233333	83
119	0.233333	106
120	0.233333	239
121	0.233333	91
122	0.233333	51
123	0.233333	77
124	0.227778	87
125	0.222222	111
126	0.222222	177
127	0.222222	108
128	0.222222	165
129	0.216667	102
130	0.216667	189
131	0.216667	116
132	0.216667	119
133	0.216667	107
134	0.211111	121
135	0.211111	123
136	0.211111	125
137	0.211111	49
138	0.211111	8225
139	0.211111	115
140	0.211111	105
141	0.211111	67
142	0.211111	93
143	0.211111	70
144	0.211111	73
145	0.205556	117
146	0.205556	110
147	0.2	74
148	0.2	55
149	0.2	122
150	0.2	231
151	0.194444	215
152	0.194444	89
153	0.188889	84
154	0.188889	124
155	0.183333	120
156	0.183333	170
157	0.177778	76
158	0.177778	8226
159	0.177778	176
160	0.177778	42
161	0.177778	99
162	0.172222	191
163	0.172222	63
164	0.166667	247
165	0.166667	41
166	0.166667	40
167	0.161111	118
168	0.155556	114
169	0.155556	61
170	0.155556	43
171	0.155556	8224
172	0.155556	166
173	0.15	174
174	0.144444	171
175	0.144444	47
176	0.144444	8222
177	0.144444	178
178	0.138889	179
179	0.138889	92
180	0.133333	185
181	0.133333	8221
182	0.133333	187
183	0.127778	8482
184	0.127778	59
185	0.122222	8220
186	0.122222	161
187	0.122222	33
188	0.116667	62
189	0.116667	60
190	0.111111	126
191	0.1	58
192	0.1	95
193	0.1	8212
194	0.1	172
195	0.0944444	94
196	0.0888889	8250
197	0.0888889	34
198	0.0777778	8218
199	0.0777778	8216
200	0.0777778	44
201	0.0777778	8249
202	0.0777778	8211
203	0.0777778	8217
204	0.0666667	732
205	0.0666667	8230
206	0.0555556	710
207	0.0555556	173
208	0.0555556	45
209	0.0555556	175
210	0.05	96
211	0.05	46
212	0.05	183
213	0.05	180
214	0.0444444	168
215	0.0444444	39
216	0.0222222	184
217	0	0
218	0	0
219	0	160
220	0	0
221	0	0
222	0	0
223	0	32
